id,name,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,payment_due,birth_date,phash,predicted_perc,csh_dis,final
BFT896639,Le Van Trung,2.0,1.0,2.0,189.31,709.0,75.9,2.0,2.0,0.58,0.21,5439.0,45000000,2/2/25,4/4/86,313f5d0d7428ef701713da5b28dcf06c,3.831281729027573,1724076.778062408,4.327592322193759E7
BFT267129,Do Van Hung,2.0,5.0,0.0,102.11,607.0,83.06,1.0,1.0,0.48,0.24,11179.0,45000000,12/3/25,6/6/87,b597a93cac18d9cf1e74c9b1ab1872f4,1.0776891243570503,484960.1059606726,4.4515039894039325E7
BFT478924,Nguyen Van Ha,2.0,2.0,0.0,152.75,735.0,90.55,2.0,0.0,0.33,0.31,9076.0,80000000,7/10/24,4/6/87,cc125f1635eebb44eeae8624e0e3e631,-0.11107686057513888,-88861.4884601111,8.008886148846011E7
BFT272052,Do Van Dang,2.0,3.0,0.0,227.71,723.0,103.33,2.0,0.0,0.59,0.31,11778.0,87000000,30/10/24,28/9/98,20744e278ce9e57d87a5aaad098170c2,3.041663560512525,2646247.2976458967,8.43537527023541E7
BFT337676,Truong Thi Thanh,4.0,5.0,2.0,162.47,530.0,102.3,2.0,2.0,0.5449999999999999,0.32,9028.0,87000000,9/10/24,20/8/02,ca75b00cfcb783a222b095954f4c52c4,10.489462962284051,9125832.777187126,7.787416722281288E7
BFT193561,Truong Van Thinh,1.0,2.0,0.0,217.8,584.0,114.33,1.0,1.0,0.5,0.25,13005.0,65000000,20/3/25,17/7/84,58ed37aedb4f75b2174e2431d3d7d6af,-0.24591149021027192,-159842.46863667673,6.515984246863668E7
BFT989445,Dinh Thi Huong,2.0,2.0,2.0,153.21,400.0,66.76,0.0,1.0,0.39,0.18,16242.0,65000000,15/9/24,15/12/92,d09af012f9c52f8cefd9df2412b153b7,-1.2451533696886337,-809349.6902976119,6.580934969029761E7
BFT293832,Do Thi Thu,2.0,2.0,0.0,32.61,565.0,86.51,1.0,1.0,0.82,0.24,7550.0,80000000,22/12/24,24/11/84,2b01bdfd8557b0a1bbd91346a326f662,-1.4805524603476634,-1184441.9682781307,8.118444196827812E7
BFT306078,Le Van Bao,2.0,0.0,1.0,175.96,556.0,83.79,1.0,2.0,0.48,0.24,11838.0,250000000,14/12/24,27/9/84,6f45c5550557a63ed870c9115171f60f,-1.196493065658938,-2991232.664147345,2.5299123266414735E8
BFT241594,Le Van Thu,3.0,2.0,1.0,96.81,985.0,99.39500000000001,3.0,1.0,0.75,0.41,6865.0,80000000,12/2/25,13/9/87,b54af78350b43d5e0a680820941ddfb7,8.772647468297677,7018117.974638142,7.298188202536187E7
