id,name,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,payment_due,birth_date,phash,predicted_perc,csh_dis,final
BFT962263,Hoang Van Hieu,3.0,2.0,1.0,48.07,736.0,80.65,2.0,1.0,0.33,0.31,7445.0,75000000,15/5/25,13/2/92,cd3d67c97df5942de44af4fb98f6dee0,2.334575180076502,1750931.3850573767,7.324906861494263E7
BFT717425,Hoang Van Kiet,5.0,1.0,2.0,50.94,495.0,99.33,1.0,1.0,0.44,0.21,14170.0,250000000,12/4/25,9/8/86,56ab85eb58089c92ebce81eb2cd84ae9,2.8169335975250895,7042333.993812723,2.429576660061873E8
BFT574334,Truong Van Hao,3.0,1.0,0.0,231.71,551.0,75.56,1.0,1.0,0.48,0.24,11746.0,92000000,9/12/24,5/12/91,b14d03ae205c6a651d3d39b717b6abf3,-3.121545527610266,-2871821.8854014445,9.487182188540144E7
BFT543030,Bui Van Binh,3.0,3.0,1.0,174.67,418.0,51.89,0.0,1.0,0.4,0.18,4772.0,120000000,14/9/24,19/12/87,9a7982208e5d7c2953a19f6898721bd2,-3.910256988505136,-4692308.386206163,1.2469230838620616E8
BFT193400,Dang Van Phuong,5.0,3.0,0.0,168.35,549.0,100.92,1.0,1.0,0.48,0.24,10397.0,120000000,22/10/24,17/11/87,59c94446d985e89ed4c5cf0ab3ca3b80,0.9343716454797537,1121245.9745757044,1.188787540254243E8
BFT193697,Le Van Kien,3.0,2.0,1.0,91.65,607.0,82.1,1.0,1.0,0.51,0.26,11177.0,50000000,4/9/24,20/5/92,62a67fa06084c267835cb64e6937a9a5,0.8085536325050704,404276.8162525352,4.959572318374746E7
BFT383055,Vu Thi Huong,3.0,3.0,0.0,123.76,306.0,78.77,0.0,2.0,0.6,0.13,8336.0,80000000,5/5/25,19/3/84,b885840c65927bb3686a09475428f49f,-4.136625269561165,-3309300.215648932,8.330930021564893E7
BFT175085,Dang Thi Dao,3.0,2.0,0.0,147.51,573.0,74.9,1.0,1.0,0.49,0.25,12043.0,50000000,17/4/25,17/1/82,d5e74cf0e4f7dfa46e943b6d8e088086,-2.0610594002472276,-1030529.7001236138,5.1030529700123616E7
BFT129452,Hoang Thi Tuyet,5.0,1.0,0.0,598.89,458.0,75.41,0.0,1.0,0.41,0.2,9418.0,75000000,10/8/24,18/10/87,96c33cdee91f3d9299a736249cd07b15,-4.267816314629446,-3200862.2359720846,7.820086223597209E7
BFT354975,Nguyen Van Bac,4.0,3.0,0.0,67.87,502.0,76.11,1.0,1.0,0.45,0.22,15959.0,65000000,20/2/25,6/2/86,fb6f3868be5ce85c97eaee1c3696343d,-1.1173317006485917,-726265.6054215846,6.572626560542159E7
BFT700046,Do Van Vi,3.0,1.0,0.0,6.1,712.0,77.97,0.0,0.0,0.58,0.3,7392.0,65000000,16/5/25,30/3/91,9e83c89047850ff02d80e8724fca3e32,-4.7201081371112785,-3068070.289122331,6.806807028912233E7
BFT211590,Truong Van Tu,3.0,3.0,2.0,157.88,498.0,71.98,1.0,0.0,0.44,0.22,13047.0,50000000,21/12/24,27/9/80,01c38223b6641b7aaa77976e5889620b,2.23408748642078,1117043.74321039,4.888295625678961E7
BFT942152,Tran Van Hoang,2.0,2.0,1.0,209.35,301.0,74.82,0.0,0.0,0.6,0.13,11441.0,75000000,9/8/24,22/7/96,fe32b23492450db116f59855f2f586e0,-4.300193622120521,-3225145.2165903905,7.822514521659039E7
BFT330975,Bui Thi Lan,3.0,2.0,0.0,124.99,617.0,67.1,1.0,1.0,0.52,0.27,10459.0,120000000,5/11/24,21/1/85,8a3edeedf8a9d30e0b253e9d66aff32f,-2.221173460014324,-2665408.1520171887,1.2266540815201719E8
BFT327778,Nguyen Thi Lan,7.0,1.0,0.0,195.75,325.0,99.62,1.0,0.0,0.34,0.14,11187.0,50000000,20/3/25,14/7/85,fb43046518c8313ceb07a8d935cf0495,-3.489459032857493,-1744729.5164287463,5.174472951642875E7
BFT222784,Tran Thi Quyen,3.0,1.0,0.0,68.35,694.0,106.09,2.0,2.0,0.57,0.29,9179.0,75000000,15/8/24,17/12/83,eb8e71ee95c9aa9fa04e7d0f95b8d5af,1.7225248616230395,1291893.6462172796,7.370810635378271E7
BFT698525,Dang Van Son,2.0,3.0,1.0,212.74,357.0,93.75,2.0,0.0,0.37,0.16,14938.0,200000000,16/11/24,27/5/84,3bc1f8235987d8006ef3f63888ad4be5,1.2419834003943997,2483966.8007887993,1.975160331992112E8
BFT409452,Pham Van Luong,0.0,2.0,1.0,265.19,809.0,99.66,2.0,1.0,0.65,0.36,13438.0,87000000,16/4/25,13/9/99,1298d69033ba38cede10e4a4e5de7212,5.347911648498862,4652683.13419401,8.234731686580598E7
BFT231601,Truong Thi Thi,1.0,1.0,0.0,151.45,368.0,106.25,2.0,1.0,0.47,0.16,7017.0,56000000,17/4/25,20/7/82,841b2dbeb86d6bb81df4041b2f50b2c3,-2.813938465810118,-1575805.540853666,5.7575805540853664E7
BFT838045,Bui Van Minh,3.0,3.0,1.0,415.0,452.0,85.32,0.0,2.0,0.41,0.19,8998.0,56000000,21/2/25,7/2/83,5b4d88e49c68cdcd7f0ed784f25889c5,0.0333051316804287,18650.87374104007,5.598134912625896E7
BFT671009,Dang Thi Khanh,4.0,0.0,0.0,175.0,635.0,91.18,1.0,1.0,0.53,0.27,11039.0,87000000,16/1/25,24/8/98,12c2bc9f12038128d6be8218365530a0,-2.2870106726949153,-1989699.2852445764,8.898969928524457E7
BFT430984,Pham Van Thu,2.0,4.0,1.0,91.69,552.0,83.71,1.0,1.0,0.48,0.24,13103.0,65000000,29/4/25,24/2/87,f517a7ff67af4d4f96c66064e1b3bc8a,2.283948611418591,1484566.597422084,6.3515433402577914E7
BFT375893,Truong Van Thai,4.0,1.0,0.0,49.89,594.0,124.4,1.0,1.0,0.5,0.25,6729.0,45000000,28/12/24,11/12/91,6b9cb10b7298e1b10af4d89bdf4a807d,-0.5885450619105335,-264845.27785974,4.526484527785974E7
BFT339385,Dinh Van Dao,3.0,3.0,2.0,52.12,664.0,76.95,1.0,0.0,0.55,0.28,11639.0,80000000,15/4/25,7/5/81,c3ec3286774523eaef058f193897dbcd,3.8233469820242085,3058677.585619367,7.694132241438064E7
